f2362_73,1,,32,train,26414840,26414840,264060300
f3364_36,1,,172,train,26414840,26414840,1980452250
f0390_33,2,,335,train,26414840,26414840,3960904500
f0328_12,2,,18,train,26414840,26414840,132030150
f2138_72,3,,168,train,26414840,26414840,1980452250
f0749_12,3,,30,train,26414840,26414840,264060300
f2362_73,4,,32,train,26414840,26414840,264060300
f3787_15,4,,166,train,26414840,26414840,1848422100
f2405_90,5,,164,train,26414840,26414840,1848422100
f4020_15,5,,171,train,26414840,26414840,1980452250
f2274_95,6,,165,train,26414840,26414840,1848422100
f1735_22,6,,155,train,26414840,26414840,1716391950
f3891_31,7,,169,train,26414840,26414840,1980452250
f1271_05,7,,179,train,26414840,26414840,2112482400
f1648_00,8,,151,train,26414840,26414840,1716391950
f1480_24,8,,272,train,26414840,26414840,3168723600
f2362_73,1,,32,train,194680,194680,1944400
f3364_36,1,,172,train,194680,194680,14583000
f0390_33,2,,335,train,194680,194680,29166000
f0328_12,2,,18,train,194680,194680,972200
f2138_72,3,,168,train,194680,194680,14583000
f0749_12,3,,30,train,194680,194680,1944400
f2362_73,4,,32,train,194680,194680,1944400
f3787_15,4,,166,train,194680,194680,13610800
f2405_90,5,,164,train,194680,194680,13610800
f4020_15,5,,171,train,194680,194680,14583000
f2274_95,6,,165,train,194680,194680,13610800
f1735_22,6,,155,train,194680,194680,12638600
f3891_31,7,,169,train,194680,194680,14583000
f1271_05,7,,179,train,194680,194680,15555200
f1648_00,8,,151,train,194680,194680,12638600
f1480_24,8,,272,train,194680,194680,23332800
f3759_43,9,,167,train,194680,194680,14583000
f4020_15,9,,171,train,194680,194680,14583000
f2099_21,10,,107,train,194680,194680,8749800
f1648_00,10,,151,train,194680,194680,12638600
f2405_90,11,,164,train,194680,194680,13610800
f1685_23,11,,148,train,194680,194680,12638600
f2422_85,12,,134,train,194680,194680,11666400
f1735_22,12,,155,train,194680,194680,12638600
f3219_49,13,,176,train,194680,194680,14583000
f2405_90,13,,164,train,194680,194680,13610800
f2405_90,14,,164,train,194680,194680,13610800
f1271_05,14,,179,train,194680,194680,15555200
f3891_31,15,,169,train,194680,194680,14583000
f3219_49,15,,176,train,194680,194680,14583000
f0390_33,16,,335,train,194680,194680,29166000
f1995_29,16,,44,train,194680,194680,2916600
f1154_00,17,,171,train,194680,194680,14583000
f0390_33,17,,335,train,194680,194680,29166000
f3779_49,18,,167,train,194680,194680,14583000
f1480_24,18,,272,train,194680,194680,23332800
f1168_30,19,,272,train,194680,194680,23332800
f3437_17,19,,172,train,194680,194680,14583000
f1097_20,20,,269,train,194680,194680,23332800
f2097_31,20,,92,train,194680,194680,7777600
f1271_05,21,,179,train,194680,194680,15555200
f1480_24,21,,272,train,194680,194680,23332800
f2138_72,22,,168,train,194680,194680,14583000
f1034_02,22,,104,train,194680,194680,8749800
f3891_31,23,,169,train,194680,194680,14583000
f2097_31,23,,92,train,194680,194680,7777600
f1704_29,24,,148,train,194680,194680,12638600
f3364_36,24,,172,train,194680,194680,14583000
f1995_29,25,,44,train,194680,194680,2916600
f4020_15,25,,171,train,194680,194680,14583000
f3759_43,26,,167,train,194680,194680,14583000
f3219_49,26,,176,train,194680,194680,14583000
f2287_60,27,,166,train,194680,194680,13610800
f0478_10,27,,349,train,194680,194680,30138200
f1097_20,28,,269,train,194680,194680,23332800
f3364_36,28,,172,train,194680,194680,14583000
f1685_23,29,,148,train,194680,194680,12638600
f3219_49,29,,176,train,194680,194680,14583000
f1271_05,30,,179,train,194680,194680,15555200
f3271_09,30,,172,train,194680,194680,14583000
f3364_36,31,,172,train,194680,194680,14583000
f2099_21,31,,107,train,194680,194680,8749800
f1560_15,32,,55,train,194680,194680,3888800
f0227_27,32,,354,train,194680,194680,30138200
f2274_95,33,,165,train,194680,194680,13610800
f3779_49,33,,167,train,194680,194680,14583000
f0478_10,34,,349,train,194680,194680,30138200
f2422_85,34,,134,train,194680,194680,11666400
f3364_36,35,,172,train,194680,194680,14583000
f1735_22,35,,155,train,194680,194680,12638600
f0418_21,36,,342,train,194680,194680,29166000
f1704_29,36,,148,train,194680,194680,12638600
f2097_31,37,,92,train,194680,194680,7777600
f2287_60,37,,166,train,194680,194680,13610800
f1034_02,38,,104,train,194680,194680,8749800
f1168_30,38,,272,train,194680,194680,23332800
f3759_43,39,,167,train,194680,194680,14583000
f0227_27,39,,354,train,194680,194680,30138200
f0390_33,40,,335,train,194680,194680,29166000
f0328_12,40,,18,train,194680,194680,972200
f0991_47,41,,312,train,194680,194680,27221600
f2274_95,41,,165,train,194680,194680,13610800
f1097_20,42,,269,train,194680,194680,23332800
f4020_15,42,,171,train,194680,194680,14583000
f3437_17,43,,172,train,194680,194680,14583000
f1995_29,43,,44,train,194680,194680,2916600
f0525_15,44,,316,train,194680,194680,27221600
f3271_09,44,,172,train,194680,194680,14583000
f1995_29,45,,44,train,194680,194680,2916600
f0478_10,45,,349,train,194680,194680,30138200
f0566_02,46,,298,train,194680,194680,25277200
f2287_60,46,,166,train,194680,194680,13610800
f0390_33,47,,335,train,194680,194680,29166000
f3891_31,47,,169,train,194680,194680,14583000
f1271_05,48,,179,train,194680,194680,15555200
f2362_73,48,,32,train,194680,194680,1944400
f2422_85,49,,134,train,194680,194680,11666400
f0390_33,49,,335,train,194680,194680,29166000
f2097_31,50,,92,train,194680,194680,7777600
f1685_23,50,,148,train,194680,194680,12638600
f0317_44,51,,348,train,194680,194680,30138200
f3219_49,51,,176,train,194680,194680,14583000
f0418_21,52,,342,train,194680,194680,29166000
f3891_31,52,,169,train,194680,194680,14583000
f0390_33,53,,335,train,194680,194680,29166000
f0749_12,53,,30,train,194680,194680,1944400
f3759_43,54,,167,train,194680,194680,14583000
f0566_02,54,,298,train,194680,194680,25277200
f2287_60,55,,166,train,194680,194680,13610800
f2422_85,55,,134,train,194680,194680,11666400
f1648_00,56,,151,train,194680,194680,12638600
f0390_33,56,,335,train,194680,194680,29166000
