client_id,round_number,hierarchy,num_samples,set,bytes_written,bytes_read,local_computations
f0007_14,283,,376,train,26414840,26414840,4356994950
f2091_28,283,,170,train,26414840,26414840,1980452250
f3315_23,283,,26,train,26414840,26414840,264060300
f2079_27,283,,153,train,26414840,26414840,1716391950
f1745_36,283,,139,train,26414840,26414840,1584361800
f1726_01,283,,40,train,26414840,26414840,396090450
f0320_41,283,,421,train,26414840,26414840,4885115550
f2357_70,283,,143,train,26414840,26414840,1584361800
f3475_09,283,,179,train,26414840,26414840,2112482400
f3934_45,284,,162,train,26414840,26414840,1848422100
f0143_00,284,,396,train,26414840,26414840,4621055250
f2237_82,284,,179,train,26414840,26414840,2112482400
f0252_30,284,,404,train,26414840,26414840,4753085400
f3390_07,284,,182,train,26414840,26414840,2112482400
f3323_10,284,,153,train,26414840,26414840,1716391950
f0206_38,284,,302,train,26414840,26414840,3564814050
f2104_50,284,,157,train,26414840,26414840,1848422100
f3898_28,284,,179,train,26414840,26414840,2112482400
f0474_10,284,,231,train,26414840,26414840,2640603000
f2419_83,284,,177,train,26414840,26414840,1980452250
f3475_09,284,,179,train,26414840,26414840,2112482400
f2452_69,284,,160,train,26414840,26414840,1848422100
f2513_56,284,,173,train,26414840,26414840,1980452250
f0920_11,284,,269,train,26414840,26414840,3168723600
f3359_42,284,,172,train,26414840,26414840,1980452250
f2126_57,284,,158,train,26414840,26414840,1848422100
f2320_75,284,,171,train,26414840,26414840,1980452250
f3759_43,284,,170,train,26414840,26414840,1980452250
f3502_45,284,,183,train,26414840,26414840,2112482400
f1038_35,285,,24,train,26414840,26414840,264060300
f0818_03,285,,356,train,26414840,26414840,4224964800
f0474_10,285,,231,train,26414840,26414840,2640603000
f3742_12,285,,151,train,26414840,26414840,1716391950
f3359_42,285,,172,train,26414840,26414840,1980452250
f3138_46,285,,47,train,26414840,26414840,528120600
f0936_34,285,,298,train,26414840,26414840,3432783900
f0001_41,285,,414,train,26414840,26414840,4885115550
f0176_30,285,,109,train,26414840,26414840,1188271350
f2215_69,285,,141,train,26414840,26414840,1584361800
f2057_23,285,,150,train,26414840,26414840,1716391950
f3390_07,285,,182,train,26414840,26414840,2112482400
f0995_43,285,,336,train,26414840,26414840,3960904500
f1463_23,285,,95,train,26414840,26414840,1056241200
f2266_81,285,,57,train,26414840,26414840,660150750
f3649_28,285,,134,train,26414840,26414840,1584361800
f2091_28,285,,170,train,26414840,26414840,1980452250
f3141_36,285,,176,train,26414840,26414840,1980452250
f0197_34,285,,417,train,26414840,26414840,4885115550
f0252_30,285,,404,train,26414840,26414840,4753085400
f2041_22,286,,158,train,26414840,26414840,1848422100
f3520_45,286,,183,train,26414840,26414840,2112482400
f1176_40,286,,326,train,26414840,26414840,3828874350
f1845_02,286,,13,train,26414840,26414840,132030150
f2126_57,286,,158,train,26414840,26414840,1848422100
f0790_06,286,,116,train,26414840,26414840,1320301500
f0252_30,286,,404,train,26414840,26414840,4753085400
f3516_45,286,,176,train,26414840,26414840,1980452250
f0612_11,286,,331,train,26414840,26414840,3828874350
f3721_04,286,,179,train,26414840,26414840,2112482400
f0919_47,286,,394,train,26414840,26414840,4621055250
f2351_74,286,,178,train,26414840,26414840,2112482400
f0001_41,286,,414,train,26414840,26414840,4885115550
f0649_22,286,,299,train,26414840,26414840,3432783900
f2084_07,286,,160,train,26414840,26414840,1848422100
f2447_93,286,,168,train,26414840,26414840,1980452250
f0816_18,286,,325,train,26414840,26414840,3828874350
f1466_48,286,,297,train,26414840,26414840,3432783900
f3787_15,286,,172,train,26414840,26414840,1980452250
f2268_88,286,,155,train,26414840,26414840,1716391950
f2419_83,287,,177,train,26414840,26414840,1980452250
f1903_48,287,,145,train,26414840,26414840,1716391950
f0103_28,287,,357,train,26414840,26414840,4224964800
f1713_02,287,,142,train,26414840,26414840,1584361800
f0603_11,287,,326,train,26414840,26414840,3828874350
f0252_30,287,,404,train,26414840,26414840,4753085400
f2126_57,287,,158,train,26414840,26414840,1848422100
f2452_69,287,,160,train,26414840,26414840,1848422100
f3383_24,287,,180,train,26414840,26414840,2112482400
f1790_11,287,,143,train,26414840,26414840,1584361800
f3516_45,287,,176,train,26414840,26414840,1980452250
f0790_06,287,,116,train,26414840,26414840,1320301500
f0752_25,287,,118,train,26414840,26414840,1320301500
f1038_35,287,,24,train,26414840,26414840,264060300
f3210_22,287,,183,train,26414840,26414840,2112482400
f2539_96,287,,160,train,26414840,26414840,1848422100
f3808_45,287,,168,train,26414840,26414840,1980452250
f4081_24,287,,180,train,26414840,26414840,2112482400
f2522_61,287,,175,train,26414840,26414840,1980452250
f3269_06,287,,148,train,26414840,26414840,1716391950
f3721_04,288,,179,train,26414840,26414840,2112482400
f0320_41,288,,421,train,26414840,26414840,4885115550
f0612_11,288,,331,train,26414840,26414840,3828874350
f0752_25,288,,118,train,26414840,26414840,1320301500
f1922_38,288,,153,train,26414840,26414840,1716391950
f3502_45,288,,183,train,26414840,26414840,2112482400
f1729_47,288,,54,train,26414840,26414840,528120600
f3639_43,288,,157,train,26414840,26414840,1848422100
f1176_40,288,,326,train,26414840,26414840,3828874350
f3272_48,288,,163,train,26414840,26414840,1848422100
f3201_07,288,,173,train,26414840,26414840,1980452250
f3732_30,288,,179,train,26414840,26414840,2112482400
f2419_83,288,,177,train,26414840,26414840,1980452250
f1696_08,288,,125,train,26414840,26414840,1452331650
f0816_18,288,,325,train,26414840,26414840,3828874350
f0007_14,288,,376,train,26414840,26414840,4356994950
f1349_00,288,,258,train,26414840,26414840,3036693450
f1203_10,288,,287,train,26414840,26414840,3300753750
f3574_30,288,,150,train,26414840,26414840,1716391950
f2053_20,288,,164,train,26414840,26414840,1848422100
f2091_28,289,,170,train,26414840,26414840,1980452250
f0320_41,289,,421,train,26414840,26414840,4885115550
f1891_18,289,,122,train,26414840,26414840,1320301500
f1922_38,289,,153,train,26414840,26414840,1716391950
f2522_61,289,,175,train,26414840,26414840,1980452250
f3881_31,289,,157,train,26414840,26414840,1848422100
f1293_37,289,,278,train,26414840,26414840,3300753750
f0103_28,289,,357,train,26414840,26414840,4224964800
f1719_12,289,,163,train,26414840,26414840,1848422100
f2041_22,289,,158,train,26414840,26414840,1848422100
f2322_80,289,,177,train,26414840,26414840,1980452250
f0603_11,289,,326,train,26414840,26414840,3828874350
f0695_31,289,,368,train,26414840,26414840,4356994950
f3520_45,289,,183,train,26414840,26414840,2112482400
f1175_48,289,,301,train,26414840,26414840,3564814050
f3742_12,289,,151,train,26414840,26414840,1716391950
f0206_38,289,,302,train,26414840,26414840,3564814050
f1011_35,289,,152,train,26414840,26414840,1716391950
f0253_40,289,,361,train,26414840,26414840,4224964800
f2320_75,289,,171,train,26414840,26414840,1980452250
f3982_48,290,,166,train,26414840,26414840,1848422100
f1027_05,290,,303,train,26414840,26414840,3564814050
f1845_02,290,,13,train,26414840,26414840,132030150
f0653_02,290,,346,train,26414840,26414840,4092934650
f3502_45,290,,183,train,26414840,26414840,2112482400
f3572_03,290,,152,train,26414840,26414840,1716391950
f3808_45,290,,168,train,26414840,26414840,1980452250
f1481_35,290,,352,train,26414840,26414840,4092934650
f1582_49,290,,169,train,26414840,26414840,1980452250
f0816_18,290,,325,train,26414840,26414840,3828874350
f0907_00,290,,280,train,26414840,26414840,3300753750
f0430_02,290,,351,train,26414840,26414840,4092934650
f1250_24,290,,233,train,26414840,26414840,2640603000
f1176_40,290,,326,train,26414840,26414840,3828874350
f3456_33,290,,14,train,26414840,26414840,132030150
f1175_48,290,,301,train,26414840,26414840,3564814050
f2240_80,290,,171,train,26414840,26414840,1980452250
f2215_69,290,,141,train,26414840,26414840,1584361800
f0995_43,290,,336,train,26414840,26414840,3960904500
f1430_10,290,,281,train,26414840,26414840,3300753750
f3138_46,291,,47,train,26414840,26414840,528120600
f3639_43,291,,157,train,26414840,26414840,1848422100
f0752_25,291,,118,train,26414840,26414840,1320301500
f0235_17,291,,311,train,26414840,26414840,3564814050
f1290_49,291,,261,train,26414840,26414840,3036693450
f1303_05,291,,279,train,26414840,26414840,3300753750
f0847_06,291,,241,train,26414840,26414840,2772633150
f1696_08,291,,125,train,26414840,26414840,1452331650
f1494_41,291,,357,train,26414840,26414840,4224964800
f3748_29,291,,175,train,26414840,26414840,1980452250
f1203_10,291,,287,train,26414840,26414840,3300753750
f0206_38,291,,302,train,26414840,26414840,3564814050
f1582_49,291,,169,train,26414840,26414840,1980452250
f1615_41,291,,114,train,26414840,26414840,1320301500
f3343_18,291,,179,train,26414840,26414840,2112482400
f0197_34,291,,417,train,26414840,26414840,4885115550
f0320_41,291,,421,train,26414840,26414840,4885115550
f3359_42,291,,172,train,26414840,26414840,1980452250
f1584_28,291,,169,train,26414840,26414840,1980452250
f0695_31,291,,368,train,26414840,26414840,4356994950
f1729_47,292,,54,train,26414840,26414840,528120600
f0995_43,292,,336,train,26414840,26414840,3960904500
f4033_05,292,,170,train,26414840,26414840,1980452250
f1829_17,292,,128,train,26414840,26414840,1452331650
f0561_12,292,,345,train,26414840,26414840,4092934650
f1706_39,292,,42,train,26414840,26414840,396090450
f4049_18,292,,183,train,26414840,26414840,2112482400
f1922_38,292,,153,train,26414840,26414840,1716391950
f2256_71,292,,162,train,26414840,26414840,1848422100
f0842_22,292,,356,train,26414840,26414840,4224964800
f1891_18,292,,122,train,26414840,26414840,1320301500
f0499_10,292,,107,train,26414840,26414840,1188271350
f1859_39,292,,108,train,26414840,26414840,1188271350
f0936_34,292,,298,train,26414840,26414840,3432783900
f0197_34,292,,417,train,26414840,26414840,4885115550
f1316_31,292,,187,train,26414840,26414840,2112482400
f0612_11,292,,331,train,26414840,26414840,3828874350
f0603_11,292,,326,train,26414840,26414840,3828874350
f1806_29,292,,177,train,26414840,26414840,1980452250
f2053_20,292,,164,train,26414840,26414840,1848422100
f0995_43,293,,336,train,26414840,26414840,3960904500
f1582_49,293,,169,train,26414840,26414840,1980452250
f0143_00,293,,396,train,26414840,26414840,4621055250
f1719_12,293,,163,train,26414840,26414840,1848422100
f0671_18,293,,353,train,26414840,26414840,4092934650
f2256_71,293,,162,train,26414840,26414840,1848422100
f1745_36,293,,139,train,26414840,26414840,1584361800
f1176_40,293,,326,train,26414840,26414840,3828874350
f1349_00,293,,258,train,26414840,26414840,3036693450
f0901_39,293,,364,train,26414840,26414840,4224964800
f2481_58,293,,176,train,26414840,26414840,1980452250
f0561_12,293,,345,train,26414840,26414840,4092934650
f0649_22,293,,299,train,26414840,26414840,3432783900
f3748_29,293,,175,train,26414840,26414840,1980452250
f0197_34,293,,417,train,26414840,26414840,4885115550
f0844_42,293,,30,train,26414840,26414840,264060300
f2351_74,293,,178,train,26414840,26414840,2112482400
f0612_11,293,,331,train,26414840,26414840,3828874350
f1859_39,293,,108,train,26414840,26414840,1188271350
f3721_04,293,,179,train,26414840,26414840,2112482400
f2391_85,294,,174,train,26414840,26414840,1980452250
f0735_17,294,,320,train,26414840,26414840,3696844200
f3456_33,294,,14,train,26414840,26414840,132030150
f2320_75,294,,171,train,26414840,26414840,1980452250
f0920_11,294,,269,train,26414840,26414840,3168723600
f1845_02,294,,13,train,26414840,26414840,132030150
f2079_27,294,,153,train,26414840,26414840,1716391950
f3359_42,294,,172,train,26414840,26414840,1980452250
f4033_05,294,,170,train,26414840,26414840,1980452250
f0018_13,294,,384,train,26414840,26414840,4489025100
f2357_70,294,,143,train,26414840,26414840,1584361800
f1584_28,294,,169,train,26414840,26414840,1980452250
f1397_09,294,,330,train,26414840,26414840,3828874350
f1316_31,294,,187,train,26414840,26414840,2112482400
f3635_09,294,,155,train,26414840,26414840,1716391950
f0197_34,294,,417,train,26414840,26414840,4885115550
f1746_28,294,,115,train,26414840,26414840,1320301500
f3787_15,294,,172,train,26414840,26414840,1980452250
f1042_08,294,,325,train,26414840,26414840,3828874350
f3564_08,294,,176,train,26414840,26414840,1980452250
f2476_67,295,,179,train,26414840,26414840,2112482400
f0991_47,295,,8,train,26414840,26414840,0
f1273_29,295,,315,train,26414840,26414840,3696844200
f0256_08,295,,423,train,26414840,26414840,5017145700
f1011_35,295,,152,train,26414840,26414840,1716391950
f3254_32,295,,115,train,26414840,26414840,1320301500
f0665_47,295,,391,train,26414840,26414840,4621055250
f3502_45,295,,183,train,26414840,26414840,2112482400
f3201_07,295,,173,train,26414840,26414840,1980452250
f3721_04,295,,179,train,26414840,26414840,2112482400
f1223_27,295,,185,train,26414840,26414840,2112482400
f1494_41,295,,357,train,26414840,26414840,4224964800
f2513_56,295,,173,train,26414840,26414840,1980452250
f2322_80,295,,177,train,26414840,26414840,1980452250
f1696_08,295,,125,train,26414840,26414840,1452331650
f3724_32,295,,172,train,26414840,26414840,1980452250
f1303_05,295,,279,train,26414840,26414840,3300753750
f0592_11,295,,236,train,26414840,26414840,2772633150
f3555_14,295,,180,train,26414840,26414840,2112482400
f0451_44,295,,420,train,26414840,26414840,4885115550
f4046_46,296,,158,train,26414840,26414840,1848422100
f2522_61,296,,175,train,26414840,26414840,1980452250
f0364_10,296,,326,train,26414840,26414840,3828874350
f3479_08,296,,166,train,26414840,26414840,1848422100
f0994_46,296,,37,train,26414840,26414840,396090450
f2194_63,296,,172,train,26414840,26414840,1980452250
f0144_05,296,,372,train,26414840,26414840,4356994950
f2268_88,296,,155,train,26414840,26414840,1716391950
f2053_20,296,,164,train,26414840,26414840,1848422100
f0256_08,296,,423,train,26414840,26414840,5017145700
f1903_48,296,,145,train,26414840,26414840,1716391950
f2237_82,296,,179,train,26414840,26414840,2112482400
f0612_11,296,,331,train,26414840,26414840,3828874350
f0430_02,296,,351,train,26414840,26414840,4092934650
f3808_45,296,,168,train,26414840,26414840,1980452250
f2126_57,296,,158,train,26414840,26414840,1848422100
f2351_74,296,,178,train,26414840,26414840,2112482400
f1011_35,296,,152,train,26414840,26414840,1716391950
f1726_01,296,,40,train,26414840,26414840,396090450
f0561_12,296,,345,train,26414840,26414840,4092934650
f0873_42,297,,379,train,26414840,26414840,4489025100
f0844_42,297,,30,train,26414840,26414840,264060300
f0206_38,297,,302,train,26414840,26414840,3564814050
f2306_63,297,,164,train,26414840,26414840,1848422100
f3787_15,297,,172,train,26414840,26414840,1980452250
f0851_41,297,,228,train,26414840,26414840,2640603000
f0103_28,297,,357,train,26414840,26414840,4224964800
f0390_33,297,,361,train,26414840,26414840,4224964800
f2346_88,297,,169,train,26414840,26414840,1980452250
f3413_34,297,,167,train,26414840,26414840,1980452250
f0695_31,297,,368,train,26414840,26414840,4356994950
f3322_40,297,,183,train,26414840,26414840,2112482400
f0253_40,297,,361,train,26414840,26414840,4224964800
f3269_06,297,,148,train,26414840,26414840,1716391950
f0919_47,297,,394,train,26414840,26414840,4621055250
f3502_45,297,,183,train,26414840,26414840,2112482400
f0907_00,297,,280,train,26414840,26414840,3300753750
f0320_41,297,,421,train,26414840,26414840,4885115550
f0662_29,297,,313,train,26414840,26414840,3696844200
f2032_22,297,,110,train,26414840,26414840,1188271350
f3748_29,298,,175,train,26414840,26414840,1980452250
f3732_30,298,,179,train,26414840,26414840,2112482400
f4081_24,298,,180,train,26414840,26414840,2112482400
f0208_05,298,,414,train,26414840,26414840,4885115550
f1011_35,298,,152,train,26414840,26414840,1716391950
f3572_03,298,,152,train,26414840,26414840,1716391950
f1729_47,298,,54,train,26414840,26414840,528120600
f2041_22,298,,158,train,26414840,26414840,1848422100
f2476_67,298,,179,train,26414840,26414840,2112482400
f3502_45,298,,183,train,26414840,26414840,2112482400
f3475_09,298,,179,train,26414840,26414840,2112482400
f1891_18,298,,122,train,26414840,26414840,1320301500
f0752_25,298,,118,train,26414840,26414840,1320301500
f3315_23,298,,26,train,26414840,26414840,264060300
f0618_44,298,,272,train,26414840,26414840,3168723600
f0873_42,298,,379,train,26414840,26414840,4489025100
f1802_35,298,,109,train,26414840,26414840,1188271350
f0007_14,298,,376,train,26414840,26414840,4356994950
f2504_69,298,,91,train,26414840,26414840,1056241200
f0256_08,298,,423,train,26414840,26414840,5017145700
f3299_12,299,,181,train,26414840,26414840,2112482400
f0250_37,299,,250,train,26414840,26414840,2904663300
f3475_09,299,,179,train,26414840,26414840,2112482400
f3881_31,299,,157,train,26414840,26414840,1848422100
f4001_45,299,,179,train,26414840,26414840,2112482400
f0390_33,299,,361,train,26414840,26414840,4224964800
f4033_05,299,,170,train,26414840,26414840,1980452250
f2452_69,299,,160,train,26414840,26414840,1848422100
f2215_69,299,,141,train,26414840,26414840,1584361800
f1042_08,299,,325,train,26414840,26414840,3828874350
f0603_11,299,,326,train,26414840,26414840,3828874350
f0208_05,299,,414,train,26414840,26414840,4885115550
f3471_02,299,,170,train,26414840,26414840,1980452250
f3141_36,299,,176,train,26414840,26414840,1980452250
f2391_85,299,,174,train,26414840,26414840,1980452250
f3479_08,299,,166,train,26414840,26414840,1848422100
f0919_47,299,,394,train,26414840,26414840,4621055250
f0253_40,299,,361,train,26414840,26414840,4224964800
f3934_45,299,,162,train,26414840,26414840,1848422100
f3383_24,299,,180,train,26414840,26414840,2112482400
f0901_39,300,,364,train,26414840,26414840,4224964800
f1336_30,300,,262,train,26414840,26414840,3036693450
f0612_11,300,,331,train,26414840,26414840,3828874350
f1726_01,300,,40,train,26414840,26414840,396090450
f2504_69,300,,91,train,26414840,26414840,1056241200
f0364_10,300,,326,train,26414840,26414840,3828874350
f0197_34,300,,417,train,26414840,26414840,4885115550
f1203_10,300,,287,train,26414840,26414840,3300753750
f1494_41,300,,357,train,26414840,26414840,4224964800
f2041_22,300,,158,train,26414840,26414840,1848422100
f1011_35,300,,152,train,26414840,26414840,1716391950
f2084_07,300,,160,train,26414840,26414840,1848422100
f0618_44,300,,272,train,26414840,26414840,3168723600
f1706_39,300,,42,train,26414840,26414840,396090450
f4096_14,300,,176,train,26414840,26414840,1980452250
f3479_08,300,,166,train,26414840,26414840,1848422100
f0235_17,300,,311,train,26414840,26414840,3564814050
f1463_23,300,,95,train,26414840,26414840,1056241200
f2513_56,300,,173,train,26414840,26414840,1980452250
f2194_63,300,,172,train,26414840,26414840,1980452250
f0623_37,301,,318,train,26414840,26414840,3696844200
f1275_19,301,,41,train,26414840,26414840,396090450
f3639_43,301,,157,train,26414840,26414840,1848422100
f1584_28,301,,169,train,26414840,26414840,1980452250
f1745_36,301,,139,train,26414840,26414840,1584361800
f0790_06,301,,116,train,26414840,26414840,1320301500
f4081_24,301,,180,train,26414840,26414840,2112482400
f2053_20,301,,164,train,26414840,26414840,1848422100
f3343_18,301,,179,train,26414840,26414840,2112482400
f3150_21,301,,181,train,26414840,26414840,2112482400
f2240_80,301,,171,train,26414840,26414840,1980452250
f3655_18,301,,170,train,26414840,26414840,1980452250
f0144_05,301,,372,train,26414840,26414840,4356994950
f0995_43,301,,336,train,26414840,26414840,3960904500
f0649_22,301,,299,train,26414840,26414840,3432783900
f0561_12,301,,345,train,26414840,26414840,4092934650
f0451_44,301,,420,train,26414840,26414840,4885115550
f3323_10,301,,153,train,26414840,26414840,1716391950
f3564_08,301,,176,train,26414840,26414840,1980452250
f0844_42,301,,30,train,26414840,26414840,264060300
f0256_08,302,,423,train,26414840,26414840,5017145700
f2447_93,302,,168,train,26414840,26414840,1980452250
f0907_00,302,,280,train,26414840,26414840,3300753750
f0007_14,302,,376,train,26414840,26414840,4356994950
f0847_06,302,,241,train,26414840,26414840,2772633150
f1003_41,302,,218,train,26414840,26414840,2508572850
f1711_35,302,,140,train,26414840,26414840,1584361800
f0790_06,302,,116,train,26414840,26414840,1320301500
f2041_22,302,,158,train,26414840,26414840,1848422100
f4033_05,302,,170,train,26414840,26414840,1980452250
f4049_18,302,,183,train,26414840,26414840,2112482400
f1922_38,302,,153,train,26414840,26414840,1716391950
f2266_81,302,,57,train,26414840,26414840,660150750
f0197_34,302,,417,train,26414840,26414840,4885115550
f1568_21,302,,167,train,26414840,26414840,1980452250
f0919_47,302,,394,train,26414840,26414840,4621055250
f1223_27,302,,185,train,26414840,26414840,2112482400
f3269_06,302,,148,train,26414840,26414840,1716391950
f0018_13,302,,384,train,26414840,26414840,4489025100
f2513_56,302,,173,train,26414840,26414840,1980452250
f3520_45,303,,183,train,26414840,26414840,2112482400
f3982_48,303,,166,train,26414840,26414840,1848422100
f3272_48,303,,163,train,26414840,26414840,1848422100
f3343_18,303,,179,train,26414840,26414840,2112482400
f1176_40,303,,326,train,26414840,26414840,3828874350
f0235_17,303,,311,train,26414840,26414840,3564814050
f1806_29,303,,177,train,26414840,26414840,1980452250
f0561_12,303,,345,train,26414840,26414840,4092934650
f2104_50,303,,157,train,26414840,26414840,1848422100
f0603_11,303,,326,train,26414840,26414840,3828874350
f2053_20,303,,164,train,26414840,26414840,1848422100
f1746_28,303,,115,train,26414840,26414840,1320301500
f0430_02,303,,351,train,26414840,26414840,4092934650
f2256_71,303,,162,train,26414840,26414840,1848422100
f1568_21,303,,167,train,26414840,26414840,1980452250
f3150_21,303,,181,train,26414840,26414840,2112482400
f3138_46,303,,47,train,26414840,26414840,528120600
f0847_06,303,,241,train,26414840,26414840,2772633150
f1481_35,303,,352,train,26414840,26414840,4092934650
f0253_40,303,,361,train,26414840,26414840,4224964800
f1273_29,304,,315,train,26414840,26414840,3696844200
f3479_08,304,,166,train,26414840,26414840,1848422100
f1802_35,304,,109,train,26414840,26414840,1188271350
f0007_14,304,,376,train,26414840,26414840,4356994950
f0206_38,304,,302,train,26414840,26414840,3564814050
f2391_85,304,,174,train,26414840,26414840,1980452250
f2055_31,304,,159,train,26414840,26414840,1848422100
f2306_63,304,,164,train,26414840,26414840,1848422100
f0790_06,304,,116,train,26414840,26414840,1320301500
f1859_39,304,,108,train,26414840,26414840,1188271350
f2419_83,304,,177,train,26414840,26414840,1980452250
f0612_11,304,,331,train,26414840,26414840,3828874350
f1303_05,304,,279,train,26414840,26414840,3300753750
f1903_48,304,,145,train,26414840,26414840,1716391950
f3471_02,304,,170,train,26414840,26414840,1980452250
f1568_21,304,,167,train,26414840,26414840,1980452250
f1027_05,304,,303,train,26414840,26414840,3564814050
f0994_46,304,,37,train,26414840,26414840,396090450
f0618_44,304,,272,train,26414840,26414840,3168723600
f1746_28,304,,115,train,26414840,26414840,1320301500
f0662_29,305,,313,train,26414840,26414840,3696844200
f0143_00,305,,396,train,26414840,26414840,4621055250
f0474_10,305,,231,train,26414840,26414840,2640603000
f3520_45,305,,183,train,26414840,26414840,2112482400
f1027_05,305,,303,train,26414840,26414840,3564814050
f2522_61,305,,175,train,26414840,26414840,1980452250
f4049_18,305,,183,train,26414840,26414840,2112482400
f4033_05,305,,170,train,26414840,26414840,1980452250
f2041_22,305,,158,train,26414840,26414840,1848422100
f3655_18,305,,170,train,26414840,26414840,1980452250
f2256_71,305,,162,train,26414840,26414840,1848422100
f4016_16,305,,175,train,26414840,26414840,1980452250
f3413_34,305,,167,train,26414840,26414840,1980452250
f0103_28,305,,357,train,26414840,26414840,4224964800
f2053_20,305,,164,train,26414840,26414840,1848422100
f4096_14,305,,176,train,26414840,26414840,1980452250
f3323_10,305,,153,train,26414840,26414840,1716391950
f0623_37,305,,318,train,26414840,26414840,3696844200
f1176_40,305,,326,train,26414840,26414840,3828874350
f3456_33,305,,14,train,26414840,26414840,132030150
f1336_30,306,,262,train,26414840,26414840,3036693450
f2504_69,306,,91,train,26414840,26414840,1056241200
f2237_82,306,,179,train,26414840,26414840,2112482400
f0649_22,306,,299,train,26414840,26414840,3432783900
f0103_28,306,,357,train,26414840,26414840,4224964800
f1615_41,306,,114,train,26414840,26414840,1320301500
f1503_02,306,,129,train,26414840,26414840,1452331650
f2200_55,306,,168,train,26414840,26414840,1980452250
f2055_31,306,,159,train,26414840,26414840,1848422100
f3520_45,306,,183,train,26414840,26414840,2112482400
f0197_34,306,,417,train,26414840,26414840,4885115550
f1706_39,306,,42,train,26414840,26414840,396090450
f0653_02,306,,346,train,26414840,26414840,4092934650
f1303_05,306,,279,train,26414840,26414840,3300753750
f2057_23,306,,150,train,26414840,26414840,1716391950
f2041_22,306,,158,train,26414840,26414840,1848422100
f3315_23,306,,26,train,26414840,26414840,264060300
f0001_41,306,,414,train,26414840,26414840,4885115550
f2476_67,306,,179,train,26414840,26414840,2112482400
f3934_45,306,,162,train,26414840,26414840,1848422100
f2452_69,307,,160,train,26414840,26414840,1848422100
f1038_35,307,,24,train,26414840,26414840,264060300
f1584_28,307,,169,train,26414840,26414840,1980452250
f2032_22,307,,110,train,26414840,26414840,1188271350
f2322_80,307,,177,train,26414840,26414840,1980452250
f0936_34,307,,298,train,26414840,26414840,3432783900
f3343_18,307,,179,train,26414840,26414840,2112482400
f3808_45,307,,168,train,26414840,26414840,1980452250
f1316_31,307,,187,train,26414840,26414840,2112482400
f1021_16,307,,277,train,26414840,26414840,3168723600
f2237_82,307,,179,train,26414840,26414840,2112482400
f3315_23,307,,26,train,26414840,26414840,264060300
f0623_37,307,,318,train,26414840,26414840,3696844200
f2351_74,307,,178,train,26414840,26414840,2112482400
f0995_43,307,,336,train,26414840,26414840,3960904500
f0816_18,307,,325,train,26414840,26414840,3828874350
f2391_85,307,,174,train,26414840,26414840,1980452250
f0253_40,307,,361,train,26414840,26414840,4224964800
f3390_07,307,,182,train,26414840,26414840,2112482400
f0662_29,307,,313,train,26414840,26414840,3696844200
f1303_05,308,,279,train,26414840,26414840,3300753750
f1582_49,308,,169,train,26414840,26414840,1980452250
f2351_74,308,,178,train,26414840,26414840,2112482400
f2091_28,308,,170,train,26414840,26414840,1980452250
f0671_18,308,,353,train,26414840,26414840,4092934650
f1719_12,308,,163,train,26414840,26414840,1848422100
f3748_29,308,,175,train,26414840,26414840,1980452250
f0665_47,308,,391,train,26414840,26414840,4621055250
f1726_01,308,,40,train,26414840,26414840,396090450
f0176_30,308,,109,train,26414840,26414840,1188271350
f2391_85,308,,174,train,26414840,26414840,1980452250
f0390_33,308,,361,train,26414840,26414840,4224964800
f1503_02,308,,129,train,26414840,26414840,1452331650
f1316_31,308,,187,train,26414840,26414840,2112482400
f1176_40,308,,326,train,26414840,26414840,3828874350
f3639_43,308,,157,train,26414840,26414840,1848422100
f1349_00,308,,258,train,26414840,26414840,3036693450
f1011_35,308,,152,train,26414840,26414840,1716391950
f1463_23,308,,95,train,26414840,26414840,1056241200
f0592_11,308,,236,train,26414840,26414840,2772633150
f3390_07,309,,182,train,26414840,26414840,2112482400
f2055_31,309,,159,train,26414840,26414840,1848422100
f1011_35,309,,152,train,26414840,26414840,1716391950
f3516_45,309,,176,train,26414840,26414840,1980452250
f2240_80,309,,171,train,26414840,26414840,1980452250
f1223_27,309,,185,train,26414840,26414840,2112482400
f0182_29,309,,242,train,26414840,26414840,2772633150
f1430_10,309,,281,train,26414840,26414840,3300753750
f0790_06,309,,116,train,26414840,26414840,1320301500
f0250_37,309,,250,train,26414840,26414840,2904663300
f2266_81,309,,57,train,26414840,26414840,660150750
f1290_49,309,,261,train,26414840,26414840,3036693450
f1883_03,309,,163,train,26414840,26414840,1848422100
f0208_05,309,,414,train,26414840,26414840,4885115550
f1349_00,309,,258,train,26414840,26414840,3036693450
f0752_25,309,,118,train,26414840,26414840,1320301500
f1466_48,309,,297,train,26414840,26414840,3432783900
f3322_40,309,,183,train,26414840,26414840,2112482400
f3359_42,309,,172,train,26414840,26414840,1980452250
f2091_28,309,,170,train,26414840,26414840,1980452250
f0206_38,310,,302,train,26414840,26414840,3564814050
f3516_45,310,,176,train,26414840,26414840,1980452250
f0623_37,310,,318,train,26414840,26414840,3696844200
f3456_33,310,,14,train,26414840,26414840,132030150
f3343_18,310,,179,train,26414840,26414840,2112482400
f2306_63,310,,164,train,26414840,26414840,1848422100
f2194_63,310,,172,train,26414840,26414840,1980452250
f0790_06,310,,116,train,26414840,26414840,1320301500
f4033_05,310,,170,train,26414840,26414840,1980452250
