client_id,round_number,hierarchy,num_samples,set,bytes_written,bytes_read,local_computations
f2391_85,1,,174,train,26414840,26414840,1980452250
f0994_46,1,,37,train,26414840,26414840,396090450
f3322_40,1,,183,train,26414840,26414840,2112482400
f2320_75,1,,171,train,26414840,26414840,1980452250
f0665_47,1,,391,train,26414840,26414840,4621055250
f0612_11,1,,331,train,26414840,26414840,3828874350
f2079_27,1,,153,train,26414840,26414840,1716391950
f3299_12,1,,181,train,26414840,26414840,2112482400
f0649_22,1,,299,train,26414840,26414840,3432783900
f3475_09,1,,179,train,26414840,26414840,2112482400
f2306_63,1,,164,train,26414840,26414840,1848422100
f4096_14,1,,176,train,26414840,26414840,1980452250
f0653_02,1,,346,train,26414840,26414840,4092934650
f2539_96,1,,160,train,26414840,26414840,1848422100
f3724_32,1,,172,train,26414840,26414840,1980452250
f3210_22,1,,183,train,26414840,26414840,2112482400
f0618_44,1,,272,train,26414840,26414840,3168723600
f1790_11,1,,143,train,26414840,26414840,1584361800
f1503_02,1,,129,train,26414840,26414840,1452331650
f1466_48,1,,297,train,26414840,26414840,3432783900
f2084_07,1,,160,train,26414840,26414840,1848422100
f3254_32,1,,115,train,26414840,26414840,1320301500
f4016_16,1,,175,train,26414840,26414840,1980452250
f1303_05,1,,279,train,26414840,26414840,3300753750
f1430_10,1,,281,train,26414840,26414840,3300753750
f0561_12,1,,345,train,26414840,26414840,4092934650
f3516_45,1,,176,train,26414840,26414840,1980452250
f1494_41,1,,357,train,26414840,26414840,4224964800
f3898_28,1,,179,train,26414840,26414840,2112482400
f3655_18,1,,170,train,26414840,26414840,1980452250
f3934_45,1,,162,train,26414840,26414840,1848422100
f0790_06,1,,116,train,26414840,26414840,1320301500
f1027_05,1,,303,train,26414840,26414840,3564814050
f2513_56,1,,173,train,26414840,26414840,1980452250
f1615_41,1,,114,train,26414840,26414840,1320301500
f1290_49,1,,261,train,26414840,26414840,3036693450
f1584_28,1,,169,train,26414840,26414840,1980452250
f0695_31,1,,368,train,26414840,26414840,4356994950
f0430_02,1,,351,train,26414840,26414840,4092934650
f0197_34,1,,417,train,26414840,26414840,4885115550
f1845_02,1,,13,train,26414840,26414840,132030150
f1250_24,1,,233,train,26414840,26414840,2640603000
f4046_46,1,,158,train,26414840,26414840,1848422100
f2104_50,1,,157,train,26414840,26414840,1848422100
f0901_39,1,,364,train,26414840,26414840,4224964800
f3639_43,1,,157,train,26414840,26414840,1848422100
f1509_45,1,,123,train,26414840,26414840,1452331650
f0235_17,1,,311,train,26414840,26414840,3564814050
f2306_63,2,,164,train,26414840,26414840,1848422100
f0208_05,2,,414,train,26414840,26414840,4885115550
f0206_38,3,,302,train,26414840,26414840,3564814050
f1466_48,3,,297,train,26414840,26414840,3432783900
f0665_47,4,,391,train,26414840,26414840,4621055250
f0561_12,4,,345,train,26414840,26414840,4092934650
f0208_05,5,,414,train,26414840,26414840,4885115550
f3138_46,5,,47,train,26414840,26414840,528120600
f1538_15,6,,146,train,26414840,26414840,1716391950
f0144_05,6,,372,train,26414840,26414840,4356994950
f1011_35,7,,152,train,26414840,26414840,1716391950
f0140_09,7,,347,train,26414840,26414840,4092934650
f1223_27,8,,185,train,26414840,26414840,2112482400
f3655_18,8,,170,train,26414840,26414840,1980452250
f1806_29,9,,177,train,26414840,26414840,1980452250
f3742_12,9,,151,train,26414840,26414840,1716391950
f0603_11,10,,326,train,26414840,26414840,3828874350
f0653_02,10,,346,train,26414840,26414840,4092934650
f1038_35,11,,24,train,26414840,26414840,264060300
f0143_00,11,,396,train,26414840,26414840,4621055250
f2346_88,12,,169,train,26414840,26414840,1980452250
f1042_08,12,,325,train,26414840,26414840,3828874350
f1003_41,13,,218,train,26414840,26414840,2508572850
f0208_05,13,,414,train,26414840,26414840,4885115550
f3732_30,14,,179,train,26414840,26414840,2112482400
f1745_36,14,,139,train,26414840,26414840,1584361800
f1891_18,15,,122,train,26414840,26414840,1320301500
f1719_12,15,,163,train,26414840,26414840,1848422100
f2452_69,16,,160,train,26414840,26414840,1848422100
f2539_96,16,,160,train,26414840,26414840,1848422100
f3269_06,17,,148,train,26414840,26414840,1716391950
f2539_96,17,,160,train,26414840,26414840,1848422100
f0001_41,18,,414,train,26414840,26414840,4885115550
f4081_24,18,,180,train,26414840,26414840,2112482400
f3721_04,19,,179,train,26414840,26414840,2112482400
f2447_93,19,,168,train,26414840,26414840,1980452250
f0649_22,20,,299,train,26414840,26414840,3432783900
f3272_48,20,,163,train,26414840,26414840,1848422100
f1176_40,21,,326,train,26414840,26414840,3828874350
f3724_32,21,,172,train,26414840,26414840,1980452250
f0430_02,22,,351,train,26414840,26414840,4092934650
f0197_34,22,,417,train,26414840,26414840,4885115550
f2055_31,23,,159,train,26414840,26414840,1848422100
f1729_47,23,,54,train,26414840,26414840,528120600
f0252_30,24,,404,train,26414840,26414840,4753085400
f3787_15,24,,172,train,26414840,26414840,1980452250
f3934_45,25,,162,train,26414840,26414840,1848422100
f1430_10,25,,281,train,26414840,26414840,3300753750
f2053_20,26,,164,train,26414840,26414840,1848422100
f1719_12,26,,163,train,26414840,26414840,1848422100
f1223_27,27,,185,train,26414840,26414840,2112482400
f2447_93,27,,168,train,26414840,26414840,1980452250
f0197_34,28,,417,train,26414840,26414840,4885115550
f0235_17,28,,311,train,26414840,26414840,3564814050
f3555_14,29,,180,train,26414840,26414840,2112482400
f1802_35,29,,109,train,26414840,26414840,1188271350
f1175_48,30,,301,train,26414840,26414840,3564814050
f0182_29,30,,242,train,26414840,26414840,2772633150
f4033_05,31,,170,train,26414840,26414840,1980452250
f2104_50,31,,157,train,26414840,26414840,1848422100
f3141_36,32,,176,train,26414840,26414840,1980452250
f0182_29,32,,242,train,26414840,26414840,2772633150
f2346_88,33,,169,train,26414840,26414840,1980452250
f2306_63,33,,164,train,26414840,26414840,1848422100
f3269_06,34,,148,train,26414840,26414840,1716391950
f1767_34,34,,51,train,26414840,26414840,528120600
f2079_27,35,,153,train,26414840,26414840,1716391950
f1203_10,35,,287,train,26414840,26414840,3300753750
f2447_93,36,,168,train,26414840,26414840,1980452250
f1859_39,36,,108,train,26414840,26414840,1188271350
f1349_00,37,,258,train,26414840,26414840,3036693450
f4049_18,37,,183,train,26414840,26414840,2112482400
f4033_05,38,,170,train,26414840,26414840,1980452250
f1509_45,38,,123,train,26414840,26414840,1452331650
f2237_82,39,,179,train,26414840,26414840,2112482400
f2032_22,39,,110,train,26414840,26414840,1188271350
f1719_12,40,,163,train,26414840,26414840,1848422100
f0430_02,40,,351,train,26414840,26414840,4092934650
f1745_36,41,,139,train,26414840,26414840,1584361800
f0143_00,41,,396,train,26414840,26414840,4621055250
f1745_36,42,,139,train,26414840,26414840,1584361800
f1175_48,42,,301,train,26414840,26414840,3564814050
f2504_69,43,,91,train,26414840,26414840,1056241200
f2057_23,43,,150,train,26414840,26414840,1716391950
f1011_35,44,,152,train,26414840,26414840,1716391950
f2522_61,44,,175,train,26414840,26414840,1980452250
f0873_42,45,,379,train,26414840,26414840,4489025100
f3724_32,45,,172,train,26414840,26414840,1980452250
f0851_41,46,,228,train,26414840,26414840,2640603000
f1303_05,46,,279,train,26414840,26414840,3300753750
f2237_82,47,,179,train,26414840,26414840,2112482400
f0735_17,47,,320,train,26414840,26414840,3696844200
f0695_31,48,,368,train,26414840,26414840,4356994950
f0001_41,48,,414,train,26414840,26414840,4885115550
f1503_02,49,,129,train,26414840,26414840,1452331650
f3574_30,49,,150,train,26414840,26414840,1716391950
f4033_05,50,,170,train,26414840,26414840,1980452250
f1397_09,50,,330,train,26414840,26414840,3828874350
f1503_02,51,,129,train,26414840,26414840,1452331650
f0499_10,51,,107,train,26414840,26414840,1188271350
f3413_34,52,,167,train,26414840,26414840,1980452250
f3150_21,52,,181,train,26414840,26414840,2112482400
f2084_07,53,,160,train,26414840,26414840,1848422100
f1273_29,53,,315,train,26414840,26414840,3696844200
f3724_32,54,,172,train,26414840,26414840,1980452250
f1729_47,54,,54,train,26414840,26414840,528120600
f2091_28,55,,170,train,26414840,26414840,1980452250
f0235_17,55,,311,train,26414840,26414840,3564814050
f1466_48,56,,297,train,26414840,26414840,3432783900
f2091_28,56,,170,train,26414840,26414840,1980452250
f3881_31,57,,157,train,26414840,26414840,1848422100
f0752_25,57,,118,train,26414840,26414840,1320301500
f1290_49,58,,261,train,26414840,26414840,3036693450
f0649_22,58,,299,train,26414840,26414840,3432783900
f0818_03,59,,356,train,26414840,26414840,4224964800
f3456_33,59,,14,train,26414840,26414840,132030150
f3479_08,60,,166,train,26414840,26414840,1848422100
f1293_37,60,,278,train,26414840,26414840,3300753750
f0618_44,61,,272,train,26414840,26414840,3168723600
f0873_42,61,,379,train,26414840,26414840,4489025100
f1509_45,62,,123,train,26414840,26414840,1452331650
f2200_55,62,,168,train,26414840,26414840,1980452250
f0873_42,63,,379,train,26414840,26414840,4489025100
f3915_05,63,,169,train,26414840,26414840,1980452250
f3724_32,64,,172,train,26414840,26414840,1980452250
f2522_61,64,,175,train,26414840,26414840,1980452250
f2522_61,65,,175,train,26414840,26414840,1980452250
f0994_46,65,,37,train,26414840,26414840,396090450
f1039_40,66,,330,train,26414840,26414840,3828874350
f2055_31,66,,159,train,26414840,26414840,1848422100
f0176_30,67,,109,train,26414840,26414840,1188271350
f4001_45,67,,179,train,26414840,26414840,2112482400
f0653_02,68,,346,train,26414840,26414840,4092934650
f1430_10,68,,281,train,26414840,26414840,3300753750
f2419_83,69,,177,train,26414840,26414840,1980452250
f2320_75,69,,171,train,26414840,26414840,1980452250
f1696_08,70,,125,train,26414840,26414840,1452331650
f1790_11,70,,143,train,26414840,26414840,1584361800
f2055_31,71,,159,train,26414840,26414840,1848422100
f0320_41,71,,421,train,26414840,26414840,4885115550
f2215_69,72,,141,train,26414840,26414840,1584361800
f1176_40,72,,326,train,26414840,26414840,3828874350
f0695_31,73,,368,train,26414840,26414840,4356994950
f1538_15,73,,146,train,26414840,26414840,1716391950
f1845_02,74,,13,train,26414840,26414840,132030150
f0907_00,74,,280,train,26414840,26414840,3300753750
f1802_35,75,,109,train,26414840,26414840,1188271350
f1503_02,75,,129,train,26414840,26414840,1452331650
f1509_45,1,,123,train,26414840,26414840,1452331650
f0235_17,1,,311,train,26414840,26414840,3564814050
f0662_29,1,,313,train,26414840,26414840,3696844200
f2057_23,1,,150,train,26414840,26414840,1716391950
f3635_09,1,,155,train,26414840,26414840,1716391950
f2419_83,1,,177,train,26414840,26414840,1980452250
f3479_08,1,,166,train,26414840,26414840,1848422100
f2256_71,1,,162,train,26414840,26414840,1848422100
f1336_30,1,,262,train,26414840,26414840,3036693450
f0364_10,1,,326,train,26414840,26414840,3828874350
f0176_30,1,,109,train,26414840,26414840,1188271350
f0143_00,1,,396,train,26414840,26414840,4621055250
f2266_81,1,,57,train,26414840,26414840,660150750
f3471_02,1,,170,train,26414840,26414840,1980452250
f3574_30,1,,150,train,26414840,26414840,1716391950
f3787_15,1,,172,train,26414840,26414840,1980452250
f2240_80,1,,171,train,26414840,26414840,1980452250
f1039_40,1,,330,train,26414840,26414840,3828874350
f0847_06,1,,241,train,26414840,26414840,2772633150
f2522_61,1,,175,train,26414840,26414840,1980452250
f2306_63,2,,164,train,26414840,26414840,1848422100
f0208_05,2,,414,train,26414840,26414840,4885115550
f2041_22,2,,158,train,26414840,26414840,1848422100
f2256_71,2,,162,train,26414840,26414840,1848422100
f0364_10,2,,326,train,26414840,26414840,3828874350
f3516_45,2,,176,train,26414840,26414840,1980452250
f0847_06,2,,241,train,26414840,26414840,2772633150
f0612_11,2,,331,train,26414840,26414840,3828874350
f3635_09,2,,155,train,26414840,26414840,1716391950
f2452_69,2,,160,train,26414840,26414840,1848422100
f0936_34,2,,298,train,26414840,26414840,3432783900
f0618_44,2,,272,train,26414840,26414840,3168723600
f1883_03,2,,163,train,26414840,26414840,1848422100
f1011_35,2,,152,train,26414840,26414840,1716391950
f0994_46,2,,37,train,26414840,26414840,396090450
f3655_18,2,,170,train,26414840,26414840,1980452250
f0256_08,2,,423,train,26414840,26414840,5017145700
f3502_45,2,,183,train,26414840,26414840,2112482400
f3138_46,2,,47,train,26414840,26414840,528120600
f1790_11,2,,143,train,26414840,26414840,1584361800
f0206_38,3,,302,train,26414840,26414840,3564814050
f1466_48,3,,297,train,26414840,26414840,3432783900
f3516_45,3,,176,train,26414840,26414840,1980452250
f3138_46,3,,47,train,26414840,26414840,528120600
f3479_08,3,,166,train,26414840,26414840,1848422100
f2419_83,3,,177,train,26414840,26414840,1980452250
f0671_18,3,,353,train,26414840,26414840,4092934650
f2476_67,3,,179,train,26414840,26414840,2112482400
f0561_12,3,,345,train,26414840,26414840,4092934650
f0018_13,3,,384,train,26414840,26414840,4489025100
f0235_17,3,,311,train,26414840,26414840,3564814050
f2320_75,3,,171,train,26414840,26414840,1980452250
f3759_43,3,,170,train,26414840,26414840,1980452250
f0103_28,3,,357,train,26414840,26414840,4224964800
f0907_00,3,,280,train,26414840,26414840,3300753750
f0618_44,3,,272,train,26414840,26414840,3168723600
f0252_30,3,,404,train,26414840,26414840,4753085400
f2194_63,3,,172,train,26414840,26414840,1980452250
f0144_05,3,,372,train,26414840,26414840,4356994950
f0474_10,3,,231,train,26414840,26414840,2640603000
f0665_47,4,,391,train,26414840,26414840,4621055250
f0561_12,4,,345,train,26414840,26414840,4092934650
f0252_30,4,,404,train,26414840,26414840,4753085400
f3742_12,4,,151,train,26414840,26414840,1716391950
f2215_69,4,,141,train,26414840,26414840,1584361800
f1584_28,4,,169,train,26414840,26414840,1980452250
f3502_45,4,,183,train,26414840,26414840,2112482400
f2447_93,4,,168,train,26414840,26414840,1980452250
f0235_17,4,,311,train,26414840,26414840,3564814050
f0103_28,4,,357,train,26414840,26414840,4224964800
f3516_45,4,,176,train,26414840,26414840,1980452250
f0144_05,4,,372,train,26414840,26414840,4356994950
f1582_49,4,,169,train,26414840,26414840,1980452250
f3748_29,4,,175,train,26414840,26414840,1980452250
f1829_17,4,,128,train,26414840,26414840,1452331650
f2513_56,4,,173,train,26414840,26414840,1980452250
f1463_23,4,,95,train,26414840,26414840,1056241200
f0752_25,4,,118,train,26414840,26414840,1320301500
f3808_45,4,,168,train,26414840,26414840,1980452250
f2320_75,4,,171,train,26414840,26414840,1980452250
f0208_05,5,,414,train,26414840,26414840,4885115550
f3138_46,5,,47,train,26414840,26414840,528120600
f0665_47,5,,391,train,26414840,26414840,4621055250
f3639_43,5,,157,train,26414840,26414840,1848422100
f0007_14,5,,376,train,26414840,26414840,4356994950
f1275_19,5,,41,train,26414840,26414840,396090450
f3322_40,5,,183,train,26414840,26414840,2112482400
f4046_46,5,,158,train,26414840,26414840,1848422100
f0907_00,5,,280,train,26414840,26414840,3300753750
f3808_45,5,,168,train,26414840,26414840,1980452250
f3934_45,5,,162,train,26414840,26414840,1848422100
f3272_48,5,,163,train,26414840,26414840,1848422100
f1806_29,5,,177,train,26414840,26414840,1980452250
f1042_08,5,,325,train,26414840,26414840,3828874350
f1719_12,5,,163,train,26414840,26414840,1848422100
f3982_48,5,,166,train,26414840,26414840,1848422100
f1503_02,5,,129,train,26414840,26414840,1452331650
f3915_05,5,,169,train,26414840,26414840,1980452250
f1293_37,5,,278,train,26414840,26414840,3300753750
f4049_18,5,,183,train,26414840,26414840,2112482400
f1538_15,6,,146,train,26414840,26414840,1716391950
f0144_05,6,,372,train,26414840,26414840,4356994950
f3323_10,6,,153,train,26414840,26414840,1716391950
f0612_11,6,,331,train,26414840,26414840,3828874350
f3732_30,6,,179,train,26414840,26414840,2112482400
f0592_11,6,,236,train,26414840,26414840,2772633150
f1806_29,6,,177,train,26414840,26414840,1980452250
f1011_35,6,,152,train,26414840,26414840,1716391950
f4001_45,6,,179,train,26414840,26414840,2112482400
f1145_39,6,,248,train,26414840,26414840,2904663300
f0842_22,6,,356,train,26414840,26414840,4224964800
f0103_28,6,,357,train,26414840,26414840,4224964800
f2104_50,6,,157,train,26414840,26414840,1848422100
f0936_34,6,,298,train,26414840,26414840,3432783900
f2522_61,6,,175,train,26414840,26414840,1980452250
f3269_06,6,,148,train,26414840,26414840,1716391950
f3150_21,6,,181,train,26414840,26414840,2112482400
f0430_02,6,,351,train,26414840,26414840,4092934650
f0920_11,6,,269,train,26414840,26414840,3168723600
f3475_09,6,,179,train,26414840,26414840,2112482400
f1011_35,7,,152,train,26414840,26414840,1716391950
f0140_09,7,,347,train,26414840,26414840,4092934650
f3572_03,7,,152,train,26414840,26414840,1716391950
f0250_37,7,,250,train,26414840,26414840,2904663300
f1719_12,7,,163,train,26414840,26414840,1848422100
f2104_50,7,,157,train,26414840,26414840,1848422100
f2084_07,7,,160,train,26414840,26414840,1848422100
f0208_05,7,,414,train,26414840,26414840,4885115550
f0752_25,7,,118,train,26414840,26414840,1320301500
f3272_48,7,,163,train,26414840,26414840,1848422100
f3639_43,7,,157,train,26414840,26414840,1848422100
f0991_47,7,,8,train,26414840,26414840,0
f0390_33,7,,361,train,26414840,26414840,4224964800
f1713_02,7,,142,train,26414840,26414840,1584361800
f0235_17,7,,311,train,26414840,26414840,3564814050
f2351_74,7,,178,train,26414840,26414840,2112482400
f2057_23,7,,150,train,26414840,26414840,1716391950
f4046_46,7,,158,train,26414840,26414840,1848422100
f2091_28,7,,170,train,26414840,26414840,1980452250
f1767_34,7,,51,train,26414840,26414840,528120600
f1223_27,8,,185,train,26414840,26414840,2112482400
f3655_18,8,,170,train,26414840,26414840,1980452250
f3787_15,8,,172,train,26414840,26414840,1980452250
f1538_15,8,,146,train,26414840,26414840,1716391950
f3343_18,8,,179,train,26414840,26414840,2112482400
f0018_13,8,,384,train,26414840,26414840,4489025100
f0451_44,8,,420,train,26414840,26414840,4885115550
f3254_32,8,,115,train,26414840,26414840,1320301500
f0499_10,8,,107,train,26414840,26414840,1188271350
f3808_45,8,,168,train,26414840,26414840,1980452250
f3759_43,8,,170,train,26414840,26414840,1980452250
f1829_17,8,,128,train,26414840,26414840,1452331650
f2391_85,8,,174,train,26414840,26414840,1980452250
f1615_41,8,,114,train,26414840,26414840,1320301500
f1039_40,8,,330,train,26414840,26414840,3828874350
f1027_05,8,,303,train,26414840,26414840,3564814050
f1745_36,8,,139,train,26414840,26414840,1584361800
f3272_48,8,,163,train,26414840,26414840,1848422100
f2104_50,8,,157,train,26414840,26414840,1848422100
f4096_14,8,,176,train,26414840,26414840,1980452250
f1806_29,9,,177,train,26414840,26414840,1980452250
f3742_12,9,,151,train,26414840,26414840,1716391950
f0991_47,9,,8,train,26414840,26414840,0
f1203_10,9,,287,train,26414840,26414840,3300753750
f1615_41,9,,114,train,26414840,26414840,1320301500
f1021_16,9,,277,train,26414840,26414840,3168723600
f0474_10,9,,231,train,26414840,26414840,2640603000
f2419_83,9,,177,train,26414840,26414840,1980452250
f1802_35,9,,109,train,26414840,26414840,1188271350
f3934_45,9,,162,train,26414840,26414840,1848422100
f3315_23,9,,26,train,26414840,26414840,264060300
f3479_08,9,,166,train,26414840,26414840,1848422100
f1891_18,9,,122,train,26414840,26414840,1320301500
f0007_14,9,,376,train,26414840,26414840,4356994950
f2057_23,9,,150,train,26414840,26414840,1716391950
f2104_50,9,,157,train,26414840,26414840,1848422100
f3564_08,9,,176,train,26414840,26414840,1980452250
f0001_41,9,,414,train,26414840,26414840,4885115550
f1706_39,9,,42,train,26414840,26414840,396090450
f2522_61,9,,175,train,26414840,26414840,1980452250
f0603_11,10,,326,train,26414840,26414840,3828874350
f0653_02,10,,346,train,26414840,26414840,4092934650
f0790_06,10,,116,train,26414840,26414840,1320301500
f1275_19,10,,41,train,26414840,26414840,396090450
f3315_23,10,,26,train,26414840,26414840,264060300
f2057_23,10,,150,train,26414840,26414840,1716391950
f0994_46,10,,37,train,26414840,26414840,396090450
f3254_32,10,,115,train,26414840,26414840,1320301500
f1903_48,10,,145,train,26414840,26414840,1716391950
